,Amount Requested,Application Date,Loan Title,Risk_Score,Debt-To-Income Ratio,Zip Code,State,Employment Length,Policy Code
2060,20000.0,2007-10-25,critesd,506.0,53.27%,309xx,GA,10+ years,0.0
2061,22000.0,2007-10-25,tbeny11,587.0,44.46%,011xx,MA,1 year,0.0
2062,500.0,2007-10-25,Catlady27,516.0,28.59%,281xx,NC,5 years,0.0
2063,6100.0,2007-10-25,tysonybenny,596.0,16.82%,011xx,MA,1 year,0.0
2064,25000.0,2007-10-25,Cindyq45,464.0,47.4%,201xx,VA,10+ years,0.0
2065,7000.0,2007-10-25,stainfan0127,494.0,48.34%,300xx,GA,1 year,0.0
2066,15000.0,2007-10-25,hrhaven,638.0,6.05%,064xx,CT,2 years,0.0
2067,900.0,2007-10-25,lakesha,0.0,0%,393xx,MS,2 years,0.0
2068,6000.0,2007-10-25,countrypapa,496.0,6.62%,562xx,MN,6 years,0.0
2069,3500.0,2007-10-26,sweetpea,492.0,0%,209xx,MD,1 year,0.0
2070,10000.0,2007-10-26,stevehos333,654.0,24.31%,141xx,NY,2 years,0.0
2071,20000.0,2007-10-26,msimagna,627.0,6.73%,040xx,ME,6 years,0.0
2072,3500.0,2007-10-26,Aarron87,496.0,10.71%,871xx,NM,1 year,0.0
2073,1000.0,2007-10-26,studmuffin4e,0.0,0%,346xx,FL,4 years,0.0
2074,2500.0,2007-10-26,mathews02,576.0,98.18%,113xx,NY,< 1 year,0.0
2075,3000.0,2007-10-26,BigRed,565.0,20.57%,323xx,FL,2 years,0.0
2076,7000.0,2007-10-26,Andrew P,0.0,0.6%,799xx,TX,1 year,0.0
2077,4000.0,2007-10-26,Jeweljoy,599.0,4.41%,207xx,MD,3 years,0.0
2078,15000.0,2007-10-26,ROCKIA,518.0,14.89%,211xx,MD,10+ years,0.0
2079,5000.0,2007-10-26,jreece73,569.0,0%,430xx,OH,10+ years,0.0
2080,10000.0,2007-10-26,nova,661.0,43.2%,349xx,FL,< 1 year,0.0
2081,15000.0,2007-10-26,klecount,545.0,82.8%,465xx,IN,< 1 year,0.0
2082,15000.0,2007-10-26,SARMICH,649.0,47.04%,301xx,GA,6 years,0.0
2083,1300.0,2007-10-26,trippsforu,514.0,20.42%,622xx,IN,2 years,0.0
2084,20000.0,2007-10-26,CC Bride,649.0,155.56%,026xx,MA,4 years,0.0
2085,4700.0,2007-10-26,stephsunshine,593.0,16.8%,978xx,OH,3 years,0.0
2086,20000.0,2007-10-26,sctexncsc,670.0,36.71%,272xx,NC,7 years,0.0
2087,25000.0,2007-10-26,mikeneg1978,625.0,40.72%,235xx,VA,10+ years,0.0
2088,10000.0,2007-10-26,juqejoint,458.0,1.67%,381xx,TN,10+ years,0.0
2089,5000.0,2007-10-26,success_story404,439.0,2.4%,303xx,GA,< 1 year,0.0
2090,20000.0,2007-10-26,leah721,456.0,0.4%,127xx,NY,5 years,0.0
2091,20000.0,2007-10-26,kd11,522.0,26.02%,770xx,TX,1 year,0.0
2092,15000.0,2007-10-26,WillBorden,579.0,26.11%,273xx,NC,< 1 year,0.0
2093,2500.0,2007-10-26,ARG2,623.0,12.02%,774xx,TX,1 year,0.0
2094,6500.0,2007-10-26,Babydoll,738.0,45.36%,346xx,FL,7 years,0.0
2095,5000.0,2007-10-26,brandi,425.0,37.26%,598xx,MT,3 years,0.0
2096,700.0,2007-10-26,Nick88,619.0,0%,871xx,NM,< 1 year,0.0
2097,10000.0,2007-10-26,want to start business with jewelry,747.0,24.3%,148xx,NY,3 years,0.0
2098,1500.0,2007-10-26,rebelyell1228,0.0,0%,371xx,TN,1 year,0.0
2099,2500.0,2007-10-26,jennlee,501.0,13.2%,319xx,GA,< 1 year,0.0
2100,4000.0,2007-10-26,sbuckley00,633.0,20.43%,198xx,DE,< 1 year,0.0
2101,25000.0,2007-10-26,nkrentals,594.0,2.21%,445xx,OH,3 years,0.0
2102,11200.0,2007-10-26,Business Expansion,741.0,6.72%,071xx,NJ,< 1 year,0.0
2103,15000.0,2007-10-26,Eddiemtz,498.0,33.31%,750xx,TX,1 year,0.0
2104,2500.0,2007-10-26,lmora,703.0,4.5%,691xx,NE,6 years,0.0
2105,8000.0,2007-10-26,lsueiro,567.0,3.29%,331xx,FL,2 years,0.0
2106,4000.0,2007-10-26,nightreader,563.0,16.05%,721xx,AR,10+ years,0.0
2107,7000.0,2007-10-27,Vitor,0.0,1.15%,333xx,FL,< 1 year,0.0
2108,7500.0,2007-10-27,Home Improvement Loan,629.0,47.27%,033xx,NH,9 years,0.0
2109,3500.0,2007-10-27,labrat1851,677.0,38.34%,253xx,WV,10+ years,0.0
2110,5000.0,2007-10-27,happyspirit,577.0,18.36%,800xx,CO,1 year,0.0
2111,5500.0,2007-10-27,JRP,636.0,0%,852xx,AZ,10+ years,0.0
2112,14000.0,2007-10-27,Pssst....Will you help,511.0,58.61%,140xx,NY,2 years,0.0
2113,1500.0,2007-10-27,bigjim434,509.0,16.29%,850xx,AZ,5 years,0.0
2114,5000.0,2007-10-27,bmoore,459.0,12.78%,383xx,TN,6 years,0.0
2115,10000.0,2007-10-27,Xun,730.0,0.53%,168xx,OH,< 1 year,0.0
2116,500.0,2007-10-27,dianna862,609.0,26%,339xx,FL,< 1 year,0.0
2117,4000.0,2007-10-27,kavitha,647.0,1.97%,076xx,NJ,< 1 year,0.0
2118,15000.0,2007-10-27,breeves20,436.0,4.18%,776xx,TX,5 years,0.0
2119,25000.0,2007-10-27,hootiesmom28,590.0,7.93%,080xx,NJ,9 years,0.0
2120,10000.0,2007-10-27,mcgtrans,503.0,0%,701xx,LA,1 year,0.0
2121,15000.0,2007-10-27,Wayne Thiel,595.0,17.44%,144xx,NY,10+ years,0.0
2122,1600.0,2007-10-27,honeyyo1,507.0,26.13%,611xx,IL,3 years,0.0
2123,3500.0,2007-10-27,FOR SECURING APARTMENT/MOVING,661.0,12.89%,117xx,NY,< 1 year,0.0
2124,15000.0,2007-10-27,archery3d82,597.0,5.34%,050xx,VT,2 years,0.0
2125,25000.0,2007-10-27,kevinss36,722.0,32.5%,044xx,ME,< 1 year,0.0
2126,10000.0,2007-10-27,uberdog07,610.0,49.74%,980xx,WA,5 years,0.0
2127,20000.0,2007-10-27,G.S. Fata,526.0,24.38%,841xx,UT,5 years,0.0
2128,10000.0,2007-10-27,hotshot82,542.0,0%,934xx,TX,1 year,0.0
2129,8000.0,2007-10-27,ny02139,575.0,1.1%,100xx,NY,3 years,0.0
2130,3000.0,2007-10-28,nopoulos,657.0,202.8%,841xx,UT,< 1 year,0.0
2131,5000.0,2007-10-28,Arene,422.0,12.83%,208xx,MD,< 1 year,0.0
2132,7500.0,2007-10-28,shonda,574.0,32.53%,786xx,TX,4 years,0.0
2133,7500.0,2007-10-28,thunder,689.0,36.71%,326xx,FL,4 years,0.0
2134,5000.0,2007-10-28,autiejf53,544.0,17.05%,802xx,CO,1 year,0.0
2135,3000.0,2007-10-28,Help42morrow,523.0,1.38%,115xx,NY,< 1 year,0.0
2136,1500.0,2007-10-28,Blakemn,632.0,8.94%,551xx,MN,2 years,0.0
2137,1500.0,2007-10-28,wandamaria,561.0,19.6%,322xx,FL,4 years,0.0
2138,4750.0,2007-10-28,lray1984,432.0,0%,852xx,AZ,< 1 year,0.0
2139,25000.0,2007-10-28,Personal Loan,700.0,2.37%,844xx,UT,8 years,0.0
2140,5000.0,2007-10-28,American617,516.0,3.32%,380xx,TN,6 years,0.0
2141,700.0,2007-10-28,cpark,543.0,2.52%,300xx,GA,2 years,0.0
2142,12000.0,2007-10-28,consolidate help,695.0,18.63%,100xx,NY,5 years,0.0
2143,1500.0,2007-10-28,micky62,648.0,29.73%,221xx,VA,1 year,0.0
2144,800.0,2007-10-28,brandirocks336,471.0,9.47%,272xx,NC,1 year,0.0
2145,1000.0,2007-10-28,dc2yocum,516.0,22.37%,017xx,MA,8 years,0.0
2146,15000.0,2007-10-29,stevenandmiller,535.0,35.49%,850xx,AZ,< 1 year,0.0
2147,15000.0,2007-10-29,beccanaz,433.0,21.08%,852xx,AZ,2 years,0.0
2148,20000.0,2007-10-29,ross-tupper,475.0,29.26%,018xx,MA,10+ years,0.0
2149,5000.0,2007-10-29,SherriMic,493.0,19.06%,473xx,IN,7 years,0.0
2150,2000.0,2007-10-29,gothkight,471.0,0%,168xx,OH,< 1 year,0.0
2151,12000.0,2007-10-29,meiko,533.0,88.94%,363xx,AL,1 year,0.0
2152,20000.0,2007-10-29,sallypat,611.0,31.11%,300xx,GA,4 years,0.0
2153,5000.0,2007-10-29,chrisdale,575.0,9.24%,852xx,AZ,1 year,0.0
2154,2000.0,2007-10-29,postalworker,622.0,4.13%,631xx,MO,10+ years,0.0
2155,20000.0,2007-10-29,GetARide,648.0,29.47%,088xx,NJ,4 years,0.0
2156,2400.0,2007-10-29,Mother of 3,559.0,0%,631xx,MO,< 1 year,0.0
2157,7000.0,2007-10-29,gp8005,688.0,19.59%,786xx,TX,< 1 year,0.0
2158,4250.0,2007-10-29,Bill Tomlinson,597.0,1.29%,553xx,MN,1 year,0.0
2159,5000.0,2007-10-29,beast41770,548.0,18.41%,853xx,AZ,4 years,0.0
2160,4000.0,2007-10-29,Michalangelo,0.0,27.73%,856xx,AZ,3 years,0.0
2161,15000.0,2007-10-29,Deaconmark,533.0,2.94%,077xx,NJ,10+ years,0.0
2162,25000.0,2007-10-29,hammer,624.0,41.42%,450xx,OH,9 years,0.0
2163,5500.0,2007-10-29,AverageJoe1983,653.0,47.08%,891xx,NV,< 1 year,0.0
2164,1500.0,2007-10-29,IQBlonde,476.0,14.83%,320xx,FL,10+ years,0.0
2165,20000.0,2007-10-29,nhall,625.0,22.31%,220xx,VA,1 year,0.0
2166,1500.0,2007-10-29,BUNNY,485.0,0%,112xx,NY,4 years,0.0
2167,2000.0,2007-10-29,mmcelwain,521.0,9.18%,131xx,NY,1 year,0.0
2168,10000.0,2007-10-29,bdadkins,686.0,36.61%,727xx,AR,10+ years,0.0
2169,5000.0,2007-10-29,jasenterprises,468.0,0.27%,780xx,TX,3 years,0.0
2170,2500.0,2007-10-29,Hasbeen24,537.0,18.62%,461xx,IN,1 year,0.0
2171,500.0,2007-10-29,Trafour,0.0,0%,278xx,NC,1 year,0.0
2172,5000.0,2007-10-29,aj1122,633.0,25.95%,847xx,UT,4 years,0.0
2173,25000.0,2007-10-29,FamilyGuy4,536.0,25.96%,852xx,AZ,10+ years,0.0
2174,10000.0,2007-10-29,zachery7,556.0,23.75%,229xx,VA,< 1 year,0.0
2175,9000.0,2007-10-29,goinghome,542.0,0%,142xx,NY,10+ years,0.0
2176,3600.0,2007-10-29,phoneman,424.0,44.27%,352xx,AL,9 years,0.0
2177,3000.0,2007-10-29,dontknowwhat2do,645.0,0%,336xx,FL,1 year,0.0
2178,10000.0,2007-10-29,kbisanz,664.0,33.81%,300xx,GA,2 years,0.0
2179,19000.0,2007-10-29,gmags,593.0,6.78%,112xx,NY,5 years,0.0
2180,2500.0,2007-10-29,alfaromeos,528.0,40.31%,442xx,OH,2 years,0.0
2181,2500.0,2007-10-29,emcee14u,609.0,2.96%,206xx,MD,< 1 year,0.0
2182,500.0,2007-10-30,amaury,587.0,0%,104xx,NY,2 years,0.0
2183,10000.0,2007-10-30,khaney,411.0,12.43%,333xx,FL,< 1 year,0.0
2184,1000.0,2007-10-30,tgangel,431.0,11.93%,238xx,VA,5 years,0.0
2185,4000.0,2007-10-30,cjzcusson,460.0,25.34%,120xx,NY,4 years,0.0
2186,15000.0,2007-10-30,DCOX66,582.0,18.14%,075xx,NJ,7 years,0.0
2187,7000.0,2007-10-30,Miamian,421.0,5.23%,330xx,FL,9 years,0.0
2188,5000.0,2007-10-30,dbha5299,467.0,17.5%,038xx,NH,1 year,0.0
2189,6000.0,2007-10-30,stucz,665.0,6.68%,405xx,KY,1 year,0.0
2190,5000.0,2007-10-30,shawn.b85,496.0,2.12%,797xx,TX,1 year,0.0
2191,5000.0,2007-10-30,Proverbs Woman,474.0,18.3%,070xx,NJ,2 years,0.0
2192,3000.0,2007-10-30,2ndchance,636.0,49.45%,840xx,UT,< 1 year,0.0
2193,3000.0,2007-10-30,mjecker22,504.0,13.65%,432xx,OH,< 1 year,0.0
2194,9000.0,2007-10-30,JTLOVESK,512.0,0%,751xx,TX,2 years,0.0
2195,700.0,2007-10-30,Dchem,613.0,125.49%,442xx,OH,< 1 year,0.0
2196,6300.0,2007-10-30,oxtails3,433.0,4.48%,300xx,GA,3 years,0.0
2197,1000.0,2007-10-30,momneedshelp,0.0,0%,023xx,MA,2 years,0.0
2198,5000.0,2007-10-30,aloha03rach,477.0,36.33%,988xx,WA,1 year,0.0
2199,2500.0,2007-10-30,Pearson,438.0,20.91%,664xx,KS,1 year,0.0
2200,25000.0,2007-10-30,Mamacomet,669.0,43.2%,109xx,NY,10+ years,0.0
2201,15000.0,2007-10-30,donald,557.0,23%,730xx,OK,10+ years,0.0
2202,2500.0,2007-10-30,Sildns,449.0,18.72%,714xx,LA,< 1 year,0.0
2203,2000.0,2007-10-30,Jim4455,548.0,38.07%,797xx,TX,< 1 year,0.0
2204,20000.0,2007-10-30,samandsebbysmom,461.0,0%,072xx,NJ,3 years,0.0
2205,25000.0,2007-10-30,FrozenFitness,626.0,22.59%,341xx,FL,1 year,0.0
2206,3000.0,2007-10-31,skalottche,438.0,9.68%,701xx,LA,3 years,0.0
2207,5000.0,2007-10-31,uggah.com,551.0,20.32%,600xx,IL,9 years,0.0
2208,2500.0,2007-10-31,raltlindn,615.0,1.4%,548xx,WI,1 year,0.0
2209,1200.0,2007-10-31,Striving Single Mother,426.0,2.14%,303xx,GA,1 year,0.0
2210,3500.0,2007-10-31,djh,606.0,12.25%,562xx,MN,8 years,0.0
2211,10000.0,2007-10-31,Jraycheal,660.0,7.65%,770xx,TX,4 years,0.0
2212,5000.0,2007-10-31,mjpough,0.0,0%,026xx,MA,10+ years,0.0
2213,16000.0,2007-10-31,Blueangel,423.0,2.13%,349xx,FL,1 year,0.0
2214,8000.0,2007-10-31,Looking for a Second Chance,661.0,6.21%,853xx,AZ,1 year,0.0
2215,12000.0,2007-10-31,shell,566.0,0%,850xx,AZ,1 year,0.0
2216,20000.0,2007-10-31,dirtybahr,640.0,7.88%,454xx,OH,1 year,0.0
2217,10000.0,2007-10-31,cyndiandcarl,517.0,22.08%,370xx,TN,< 1 year,0.0
2218,1000.0,2007-10-31,ChrisinHoboken,532.0,9.94%,070xx,NJ,7 years,0.0
2219,500.0,2007-10-31,hazenandcyndi,494.0,20.8%,370xx,TN,10+ years,0.0
2220,6000.0,2007-10-31,sunset,671.0,34.06%,875xx,NM,< 1 year,0.0
2221,11300.0,2007-10-31,Getting Rid of High Interest Debt,648.0,12.91%,330xx,FL,< 1 year,0.0
2222,7500.0,2007-10-31,Buying first house,631.0,9.6%,450xx,OH,< 1 year,0.0
2223,5000.0,2007-10-31,GnTMom,420.0,3.98%,850xx,AZ,1 year,0.0
2224,10000.0,2007-10-31,MAR23,489.0,3.76%,927xx,CA,< 1 year,0.0
2225,10000.0,2007-10-31,emavelous,585.0,3.78%,152xx,MD,< 1 year,0.0
2226,10000.0,2007-11-01,Talloak1953,553.0,467.08%,279xx,NC,6 years,0.0
2227,25000.0,2007-11-01,Drink a Coca-Cola,524.0,82.32%,366xx,AL,4 years,0.0
2228,18000.0,2007-11-01,angelica,703.0,54.8%,840xx,UT,1 year,0.0
2229,2500.0,2007-11-01,phlllv,401.0,18.31%,532xx,WI,2 years,0.0
2230,3000.0,2007-11-01,ecoles,533.0,22.07%,532xx,WI,9 years,0.0
2231,2000.0,2007-11-01,momindistress,595.0,24.36%,075xx,NJ,10+ years,0.0
2232,4500.0,2007-11-01,hornknocker,589.0,0%,283xx,NC,2 years,0.0
2233,25000.0,2007-11-01,MortgageLady,615.0,13.36%,301xx,GA,1 year,0.0
2234,5000.0,2007-11-01,confidence,591.0,9.91%,750xx,TX,1 year,0.0
2235,12500.0,2007-11-01,Movbez4,496.0,16.15%,447xx,OH,< 1 year,0.0
2236,2000.0,2007-11-01,JACK,614.0,15.08%,015xx,MA,3 years,0.0
2237,8000.0,2007-11-01,mnm077,484.0,13.16%,207xx,MD,2 years,0.0
2238,700.0,2007-11-01,cmckee06,0.0,0%,726xx,AR,< 1 year,0.0
2239,5000.0,2007-11-01,CrazyRoo,459.0,37.51%,680xx,NE,< 1 year,0.0
2240,10000.0,2007-11-01,borrow21,534.0,2.13%,102xx,NY,3 years,0.0
2241,5000.0,2007-11-01,MUTim16,498.0,42.55%,450xx,OH,2 years,0.0
2242,10000.0,2007-11-01,"Purpose of loan: This money is to be used for marketing purposes, for a mortgage company.  We are a part of one of the largest brokers in America Windsor Capital Mortgage, Corp(WCMG).  We have our own location and operate in conjunction with WCMG to supply mortgage loans to over 30 different states in America, fully licensed and regulated.    To be clear we are investing this money into buying Mortgage Re-fiance leads.    Have not been late on any payment in the last five years.    My FICO scores as of November 2007: Experian: 698 Equifax:   705 Trans:     695  Please ask any further questions you may have.    Thanks for your consideration. ",632.0,14.8%,852xx,AZ,1 year,0.0
2243,5800.0,2007-11-01,John082603,667.0,19.62%,300xx,GA,8 years,0.0
2244,1000.0,2007-11-01,nadia,593.0,7.84%,210xx,MD,1 year,0.0
2245,1000.0,2007-11-01,chipunky18,485.0,30.6%,112xx,NY,< 1 year,0.0
2246,5000.0,2007-11-01,LjBebe,640.0,50.96%,551xx,MN,1 year,0.0
2247,25000.0,2007-11-01,Enterpreneur,744.0,0.94%,450xx,OH,7 years,0.0
2248,3000.0,2007-11-01,ssmurfette,554.0,20.7%,795xx,TX,1 year,0.0
2249,5000.0,2007-11-01,kittykat,575.0,13.91%,018xx,MA,2 years,0.0
2250,18000.0,2007-11-01,typer161,663.0,1.23%,333xx,FL,2 years,0.0
2251,7500.0,2007-11-01,christian14612,586.0,14.59%,146xx,NY,3 years,0.0
2252,7500.0,2007-11-01,kealaokalanis,484.0,2.94%,967xx,HI,1 year,0.0
2253,1000.0,2007-11-01,nmonk,504.0,8.04%,871xx,NM,2 years,0.0
2254,2000.0,2007-11-01,Consolidate debt,651.0,22.49%,145xx,NY,< 1 year,0.0
2255,3600.0,2007-11-01,Student seeks loan for educational trip,738.0,0%,112xx,NY,< 1 year,0.0
2256,19650.0,2007-11-01,Looking to do home rennovations,662.0,2.83%,112xx,NY,7 years,0.0
2257,5150.0,2007-11-01,CAR Loan Refinance,644.0,27.82%,922xx,AZ,< 1 year,0.0
2258,20000.0,2007-11-01,elliot,653.0,45.86%,543xx,WI,9 years,0.0
2259,5000.0,2007-11-01,rdkill39,535.0,15.59%,857xx,AZ,9 years,0.0
2260,10000.0,2007-11-01,charleymac259,627.0,68.63%,782xx,TX,4 years,0.0
2261,1000.0,2007-11-01,putback3,421.0,27.3%,770xx,TX,< 1 year,0.0
2262,3200.0,2007-11-02,Duncan,513.0,5.4%,300xx,GA,10+ years,0.0
2263,500.0,2007-11-02,tearz65201,575.0,50%,342xx,FL,< 1 year,0.0
2264,2500.0,2007-11-02,rnfrazier,540.0,0.9%,451xx,OH,1 year,0.0
2265,8000.0,2007-11-02,kathiria,400.0,21.64%,327xx,FL,< 1 year,0.0
2266,6000.0,2007-11-02,mcarter,626.0,27.58%,448xx,OH,4 years,0.0
2267,3000.0,2007-11-02,ajatkins,591.0,5.97%,063xx,CT,< 1 year,0.0
2268,5000.0,2007-11-02,twiggy,649.0,32%,295xx,SC,3 years,0.0
2269,7500.0,2007-11-02,Elliot R,634.0,0.54%,104xx,NY,1 year,0.0
2270,1000.0,2007-11-02,frannie,497.0,6.81%,275xx,NC,10+ years,0.0
2271,5000.0,2007-11-02,butterflylove,479.0,17.16%,236xx,VA,3 years,0.0
2272,5000.0,2007-11-02,eljabiri,486.0,26.77%,078xx,NJ,8 years,0.0
2273,2000.0,2007-11-02,ahmed_allroad,549.0,10.51%,021xx,MA,< 1 year,0.0
2274,5000.0,2007-11-02,tburtonjr,526.0,14.58%,402xx,KY,1 year,0.0
2275,12000.0,2007-11-02,twojers,720.0,6.03%,983xx,WA,5 years,0.0
2276,15000.0,2007-11-02,joseph2469,0.0,0%,380xx,TN,10+ years,0.0
2277,15000.0,2007-11-02,mbiennestin,460.0,17.1%,021xx,MA,9 years,0.0
2278,25000.0,2007-11-02,sourman7,612.0,21.99%,368xx,AL,< 1 year,0.0
2279,25000.0,2007-11-02,gvd,688.0,178.63%,330xx,FL,< 1 year,0.0
2280,5000.0,2007-11-02,peaks,637.0,2.48%,330xx,FL,2 years,0.0
2281,5000.0,2007-11-02,dabrainchild,459.0,5.93%,630xx,MO,1 year,0.0
2282,1000.0,2007-11-02,yolanda38,536.0,35.73%,631xx,MO,1 year,0.0
2283,1000.0,2007-11-02,pachev,498.0,4.51%,330xx,FL,3 years,0.0
2284,725.0,2007-11-02,johnantha,600.0,30%,322xx,FL,5 years,0.0
2285,8000.0,2007-11-02,celsus,654.0,22.44%,980xx,WA,< 1 year,0.0
2286,500.0,2007-11-02,schoooter,510.0,41.91%,462xx,IN,< 1 year,0.0
2287,2000.0,2007-11-02,heystopthat,524.0,0%,630xx,MO,< 1 year,0.0
2288,15000.0,2007-11-02,Mikecrawfish,660.0,34.88%,376xx,TN,10+ years,0.0
2289,4000.0,2007-11-02,Craeft,481.0,17.67%,852xx,AZ,< 1 year,0.0
2290,2200.0,2007-11-02,scott67,591.0,12.24%,802xx,CO,5 years,0.0
2291,1000.0,2007-11-02,rberman1942,587.0,31.9%,981xx,WA,< 1 year,0.0
2292,25000.0,2007-11-02,singlemomgoingplaces,549.0,10.11%,210xx,MD,10+ years,0.0
2293,25000.0,2007-11-02,ashly,711.0,37.37%,334xx,FL,10+ years,0.0
2294,10000.0,2007-11-02,loveme2,584.0,15.8%,212xx,MD,< 1 year,0.0
2295,7000.0,2007-11-02,valentine51chevy3,500.0,163.84%,138xx,NY,< 1 year,0.0
2296,5000.0,2007-11-02,Misskiki,561.0,7.51%,210xx,MD,< 1 year,0.0
2297,5000.0,2007-11-02,horrible blue 2,641.0,1.26%,112xx,NY,3 years,0.0
2298,6000.0,2007-11-02,mommasbaby,0.0,23.55%,426xx,KY,1 year,0.0
2299,10000.0,2007-11-02,jorale,500.0,10.41%,760xx,TX,5 years,0.0
2300,10000.0,2007-11-02,idv6689,582.0,0%,331xx,FL,2 years,0.0
2301,6000.0,2007-11-02,hyannis36,550.0,2.92%,704xx,LA,10+ years,0.0
2302,10000.0,2007-11-02,jprowe,453.0,11.11%,787xx,TX,< 1 year,0.0
2303,3000.0,2007-11-02,Lauren,445.0,78.1%,975xx,OR,2 years,0.0
2304,25000.0,2007-11-02,cardiacnurse,675.0,26.91%,751xx,TX,< 1 year,0.0
2305,3000.0,2007-11-02,chocolatebrownies,556.0,18.41%,921xx,CT,1 year,0.0
2306,5000.0,2007-11-02,RDow,696.0,43.22%,021xx,MA,< 1 year,0.0
2307,5000.0,2007-11-02,Supermodel,624.0,3.88%,211xx,MD,4 years,0.0
2308,8625.0,2007-11-02,Consolidate Debt,686.0,23.63%,109xx,NY,3 years,0.0
2309,2500.0,2007-11-02,kellch,631.0,15.09%,296xx,SC,2 years,0.0
2310,6500.0,2007-11-02,rice,526.0,0%,981xx,WA,10+ years,0.0
2311,12000.0,2007-11-02,moneymailer_help,744.0,0%,980xx,WA,10+ years,0.0
2312,500.0,2007-11-02,reeree60,543.0,360.67%,718xx,AR,7 years,0.0
2313,5000.0,2007-11-02,gbogan,603.0,4.6%,460xx,IN,8 years,0.0
2314,25000.0,2007-11-02,woodruffs,662.0,10.2%,741xx,OK,10+ years,0.0
2315,23500.0,2007-11-02,mediaphotos,474.0,1.46%,325xx,FL,3 years,0.0
2316,15000.0,2007-11-02,PlaidBrat,602.0,19.71%,981xx,WA,1 year,0.0
2317,8050.0,2007-11-02,computerbiz,491.0,35.02%,255xx,WV,9 years,0.0
2318,1000.0,2007-11-02,techygirl,484.0,11.43%,479xx,IN,4 years,0.0
2319,5500.0,2007-11-02,nicolebaker22,636.0,4.39%,856xx,AZ,3 years,0.0
2320,10000.0,2007-11-02,india,540.0,16.57%,443xx,OH,3 years,0.0
2321,12000.0,2007-11-02,loan for home downpayment..,653.0,11.84%,074xx,NJ,10+ years,0.0
2322,4000.0,2007-11-03,timothyle504,607.0,18.6%,331xx,FL,1 year,0.0
2323,3000.0,2007-11-03,darryl117,533.0,0%,800xx,CO,5 years,0.0
2324,4000.0,2007-11-03,dixon6444,614.0,17.98%,210xx,MD,10+ years,0.0
2325,2600.0,2007-11-03,shaezy,587.0,0%,330xx,FL,< 1 year,0.0
2326,7000.0,2007-11-03,Ur2hickey,639.0,5.21%,060xx,CT,1 year,0.0
2327,4000.0,2007-11-03,zerovice,614.0,9.33%,276xx,NC,< 1 year,0.0
2328,4000.0,2007-11-03,Jessalyn7777,561.0,31.47%,303xx,GA,2 years,0.0
2329,8000.0,2007-11-03,GracefromHim,568.0,19.53%,287xx,NC,5 years,0.0
2330,6000.0,2007-11-03,jfrontier,662.0,9.66%,322xx,FL,5 years,0.0
2331,2000.0,2007-11-03,musky86,647.0,10.05%,307xx,GA,< 1 year,0.0
2332,7000.0,2007-11-03,fordrc12,665.0,44.4%,247xx,WV,10+ years,0.0
2333,2000.0,2007-11-03,texasteacher72,630.0,19.06%,770xx,TX,2 years,0.0
2334,10000.0,2007-11-03,Stevejen,417.0,0%,301xx,GA,6 years,0.0
2335,18500.0,2007-11-03,"need 26900 to puraches land  intall sewer,ele,water & move double wide to laand double wide is payed for.Currently have 11000. in cash intend to use 7000 leaving a little in reserve (just in case) & borrow remaining amout.18500.00",636.0,13.75%,714xx,LA,2 years,0.0
2336,8500.0,2007-11-03,tiffanylv7,621.0,1.06%,295xx,SC,4 years,0.0
2337,13500.0,2007-11-03,donenzo,655.0,15.78%,112xx,NY,< 1 year,0.0
2338,6400.0,2007-11-03,batman,488.0,50.77%,724xx,AR,< 1 year,0.0
2339,3500.0,2007-11-03,QuietStorm,677.0,7.55%,089xx,NJ,10+ years,0.0
2340,5000.0,2007-11-03,personal loan,642.0,11.4%,535xx,WI,1 year,0.0
2341,14000.0,2007-11-03,loriborealis,636.0,0.74%,631xx,MO,2 years,0.0
2342,2000.0,2007-11-03,jack-son,488.0,4.43%,705xx,LA,10+ years,0.0
2343,2000.0,2007-11-03,Pay off Medical Bill,573.0,6.37%,980xx,WA,9 years,0.0
2344,5000.0,2007-11-03,ANGELBABE241981,593.0,41.27%,430xx,OH,< 1 year,0.0
2345,15000.0,2007-11-03,Jarell,657.0,39.21%,301xx,GA,3 years,0.0
2346,3500.0,2007-11-03,zj1012,499.0,3.97%,107xx,NY,2 years,0.0
2347,5500.0,2007-11-03,miguelalamo,652.0,2.72%,115xx,NY,8 years,0.0
2348,10000.0,2007-11-03,catnoblade,645.0,7.41%,229xx,VA,7 years,0.0
2349,25000.0,2007-11-03,tropic,741.0,40.23%,451xx,OH,6 years,0.0
2350,15000.0,2007-11-03,nukeworker,612.0,8.4%,440xx,OH,2 years,0.0
2351,11000.0,2007-11-03,witchking,705.0,25.74%,443xx,OH,< 1 year,0.0
2352,2000.0,2007-11-03,cobb102,496.0,10.62%,403xx,KY,8 years,0.0
2353,25000.0,2007-11-03,azdesigner9,554.0,25.75%,863xx,AZ,8 years,0.0
2354,12300.0,2007-11-04,F_white,425.0,16.87%,314xx,GA,6 years,0.0
2355,25000.0,2007-11-04,tml1969,461.0,55.17%,301xx,GA,10+ years,0.0
2356,6000.0,2007-11-04,phuongsittniewski,583.0,237.49%,379xx,TN,7 years,0.0
2357,5000.0,2007-11-04,mlam98,548.0,0.81%,087xx,NJ,3 years,0.0
2358,15000.0,2007-11-04,danme,492.0,22.92%,083xx,NJ,2 years,0.0
